"4хУРАН_СТЕРЖ","4309","1",NULL,"hitech","2016-08-28 15:45:49","0"
"60К_ОХЛ_СТЕРЖ","4318","1",NULL,"hitech","2016-08-28 15:45:49","0"
"64К_КОМПОНЕНТ","4131","38",NULL,"hitech","2016-08-28 15:45:49","0"
"64К_ХРАН_СОЗД","210","3",NULL,"hitech","2016-08-28 15:45:49","0"
"64КБ_ЖИДК_КОМП","4194","7",NULL,"hitech","2016-08-28 15:45:49","0"
"APALACH_D_SLAB","641","0",NULL,"magic","2016-09-11 17:04:10","0"
"APALACH_PLANK","598","0",NULL,"magic","2016-09-11 17:04:10","0"
"APALACH_SLAB","640","0",NULL,"magic","2016-09-11 17:04:10","0"
"APALACH_STAIRS","603","0",NULL,"magic","2016-09-11 17:04:10","0"
"APALACHIA_SAPL","583","0",NULL,"magic","2016-09-11 17:04:10","0"
"DIV_D_SLAB","560","0",NULL,"magic","2016-09-11 17:04:10","0"
"DIVINE_SLAB","559","0",NULL,"magic","2016-09-11 17:04:10","0"
"DIVINE_STAIRS","447","0",NULL,"magic","2016-09-11 17:04:10","0"
"DREAMW_LEAVES","502","0",NULL,"magic","2016-09-11 17:04:10","0"
"DREAMWOOD_LOG","501","0",NULL,"magic","2016-09-11 17:04:10","0"
"EDEN_D_SLAB","637","0",NULL,"magic","2016-09-11 17:04:10","0"
"EDEN_PLANKS","596","0",NULL,"magic","2016-09-11 17:04:10","0"
"EDEN_SAPLING","581","0",NULL,"magic","2016-09-11 17:04:10","0"
"EDEN_SLAB","636","0",NULL,"magic","2016-09-11 17:04:10","0"
"EDEN_STAIRS","601","0",NULL,"magic","2016-09-11 17:04:10","0"
"FIREDOOWD_LOG","523","0",NULL,"magic","2016-09-11 17:04:10","0"
"FIREWOOD_LEAVES","528","0",NULL,"magic","2016-09-11 17:04:10","0"
"FROZEN_D_SLAB","485","0",NULL,"magic","2016-09-11 17:04:10","0"
"FROZEN_PLANKS","455","0",NULL,"magic","2016-09-11 17:04:10","0"
"FROZEN_SLAB","484","0",NULL,"magic","2016-09-11 17:04:10","0"
"FROZEN_STAIRS","456","0",NULL,"magic","2016-09-11 17:04:10","0"
"HYREWOOD_LEAVES","529","0",NULL,"magic","2016-09-11 17:04:10","0"
"HYREWOOD_LOG","518","0",NULL,"magic","2016-09-11 17:04:10","0"
"LIOPLEUR_SKULL","4174","0",NULL,"magic","2016-09-11 17:04:10","0"
"LIOPLEUR_TEETH","4175","0",NULL,"magic","2016-09-11 17:04:10","0"
"MINERS_AMUL","4305","0",NULL,"magic","2016-09-11 17:04:10","0"
"MORTUM_D_SLAB","645","0",NULL,"magic","2016-09-11 17:04:10","0"
"MORTUM_PLANKS","600","0",NULL,"magic","2016-09-11 17:04:10","0"
"MORTUM_SAPL","585","0",NULL,"magic","2016-09-11 17:04:10","0"
"MORTUM_SLAB","644","0",NULL,"magic","2016-09-11 17:04:10","0"
"MORTUM_STAIRS","605","0",NULL,"magic","2016-09-11 17:04:10","0"
"PLANK_DESIGN","233","0",NULL,"magic","2016-09-11 17:04:10","0"
"SHADOW_COINS","4182","0",NULL,"magic","2016-09-11 17:04:10","0"
"SKY_FLOWER","4414","0",NULL,"magic","2016-09-11 17:04:10","0"
"SKY_PLANT","620","0",NULL,"magic","2016-09-11 17:04:10","0"
"SKY_PLANT_SEED","4415","0",NULL,"magic","2016-09-11 17:04:10","0"
"SKYTHER_D_SLAB","643","0",NULL,"magic","2016-09-11 17:04:10","0"
"SKYTHER_SLAB","642","0",NULL,"magic","2016-09-11 17:04:10","0"
"SKYTHERN_PLANK","599","0",NULL,"magic","2016-09-11 17:04:10","0"
"SKYTHERN_SAPL","584","0",NULL,"magic","2016-09-11 17:04:10","0"
"SKYTHERN_STAIR","604","0",NULL,"magic","2016-09-11 17:04:10","0"
"TERRAN_SHARDS","4155","0",NULL,"magic","2016-09-11 17:04:10","0"
"TERRAN_STONE","4163","0",NULL,"magic","2016-09-11 17:04:10","0"
"TERRAN_ЛАМПА","247","11",NULL,"magic","2016-09-11 17:04:10","0"
"WILDW_D_SLAB","639","0",NULL,"magic","2016-09-11 17:04:10","0"
"WILDW_SLAB","638","0",NULL,"magic","2016-09-11 17:04:10","0"
"WILDWOOD_PLANK","597","0",NULL,"magic","2016-09-11 17:04:10","0"
"WILDWOOD_SAPL","582","0",NULL,"magic","2016-09-11 17:04:10","0"
"WILDWOOD_STAIRS","602","0",NULL,"magic","2016-09-11 17:04:10","0"
"АВТОВЕРСТАК","229","0",NULL,"hitech","2016-08-28 16:11:13","0"
"АВТОСАДОВНИК","435","2",NULL,"hitech","2016-08-28 15:42:18","0"
"АД_КИРПИЧ_ПЛИТА","44","6","Nether_Brick_Slab.png",NULL,"2014-05-30 09:25:45","0"
"АДМИНИУМ","7","0","Bedrock.png",NULL,"2014-05-30 09:25:45","0"
"АДСКИЕ_КИРПИЧИ","112","0","Nether_Block.png",NULL,"2014-05-30 09:25:45","0"
"АДСКИЕ_СТУПЕНИ","114","0","Nether_Brick_Stairs.png",NULL,"2014-05-30 09:25:45","0"
"АДСКИЙ_ЗАБОР","113","0","Nether_Brick_Fence.png",NULL,"2014-05-30 09:25:45","0"
"АДСКИЙ_КАМЕНЬ","87","0","Netherrack.png",NULL,"2014-05-30 09:25:45","0"
"АДСКИЙ_НАРОСТ","372","0","Nether_Wart.png",NULL,"2014-05-30 09:25:45","0"
"АДСКИЙ_СЛИТОК","4147","0",NULL,"magic","2016-09-11 17:04:10","0"
"АКАЦ_КОМПЛ_РАМК","179","4",NULL,"magic","2016-09-11 17:04:10","0"
"АКАЦ_ПАНЕЛЬЩИК","166","4",NULL,"magic","2016-09-11 17:04:10","0"
"АКВАМАРИН","4766","0",NULL,"magic","2016-09-11 17:04:10","0"
"АКВАМАРИН_РАСТ","689","0",NULL,"magic","2016-09-11 17:04:10","0"
"АККУМ_РАНЕЦ","4283","26",NULL,"hitech","2016-08-29 20:42:00","0"
"АКСИАНОВАЯ_ГЛЫБ","4276","0",NULL,"magic","2016-09-11 17:04:10","0"
"АКТИВИР_РЕЛЬСЫ","157","0","Activator_Rail.png",NULL,"2015-09-13 00:48:55","0"
"АКТИВН_ТР_ТРУБА","4160","0",NULL,"hitech","2016-08-28 15:38:23","0"
"АЛМ_ПЫЛЬ","4213","1",NULL,"hitech","2016-08-28 15:43:30","0"
"АЛМ_РЕЖ_ДИСК","4402","0",NULL,"hitech","2016-08-28 15:45:49","0"
"АЛМ_СУНДУК","499","2",NULL,"hitech","2016-08-28 15:45:49","0"
"АЛМ->КРИС_СУН_М","4782","0",NULL,"magic","2016-09-11 17:04:10","0"
"АЛМ->КРИС_СУНД","4625","0",NULL,"hitech","2016-08-28 15:45:49","0"
"АЛМ->ОБС_СУНД","4628","0",NULL,"hitech","2016-08-28 15:45:49","0"
"АЛМ->ОБС_СУНД_М","4785","0",NULL,"magic","2016-09-11 17:04:10","0"
"АЛМАЗ","264","0","Diamond.png",NULL,"2014-05-30 09:25:45","0"
"АЛМАЗ_ЖИД_ТРУБА","4169","0",NULL,"hitech","2016-08-28 15:38:23","0"
"АЛМАЗ_КИРПИЧИ","244","3",NULL,"magic","2016-09-11 17:04:10","0"
"АЛМАЗ_КОН_БРОНЯ","419","0","Diamond_Horse_Armor.png",NULL,"2014-05-30 09:25:45","0"
"АЛМАЗ_ЛАМПА","4425","5",NULL,"hitech","2016-08-28 15:40:38","0"
"АЛМАЗ_ЛАМПА_М","246","4",NULL,"magic","2016-09-11 17:04:10","0"
"АЛМАЗ_МИКРОСХЕМ","4144","3",NULL,"hitech","2016-08-28 15:38:23","0"
"АЛМАЗ_ШЕСТЕРН","4140","0",NULL,"hitech","2016-08-28 16:11:13","0"
"АЛМАЗ_ЭН_ТРУБА","4178","0",NULL,"hitech","2016-08-28 15:38:23","0"
"АЛМАЗН_БОТИНКИ","313","0","Diamond_Boots.png",NULL,"2014-05-30 09:25:45","0"
"АЛМАЗН_БУР","4250","26",NULL,"hitech","2016-08-28 17:00:37","0"
"АЛМАЗН_ТР_ТРУБА","4154","0",NULL,"hitech","2016-08-28 15:38:23","0"
"АЛМАЗНАЯ_КИРКА","278","0","Diamond_Pickaxe.png",NULL,"2014-05-30 09:25:45","0"
"АЛМАЗНАЯ_КУРТКА","311","0","Diamond_Chestplate.png",NULL,"2014-05-30 09:25:45","0"
"АЛМАЗНАЯ_ЛОПАТА","277","0","Diamond_Shovel.png",NULL,"2014-05-30 09:25:45","0"
"АЛМАЗНАЯ_МОТЫГА","293","0","Diamond_Hoe.png",NULL,"2014-05-30 09:25:45","0"
"АЛМАЗНАЯ_РУДА","56","0","Diamond_Ore.png",NULL,"2014-05-30 09:25:45","0"
"АЛМАЗНЫЕ_ШТАНЫ","312","0","Diamond_Leggings.png",NULL,"2014-05-30 09:25:45","0"
"АЛМАЗНЫЙ_МЕЧ","276","0","Diamond_Sword.png",NULL,"2014-05-30 09:25:45","0"
"АЛМАЗНЫЙ_СУНДУК","715","2",NULL,"magic","2016-09-11 17:04:10","0"
"АЛМАЗНЫЙ_ТОПОР","279","0","Diamond_Axe.png",NULL,"2014-05-30 09:25:45","0"
"АЛМАЗНЫЙ_ШЛЕМ","310","0","Diamond_Helmet.png",NULL,"2014-05-30 09:25:45","0"
"АЛМЛАЗ_ТР_ТРУБА","4157","0",NULL,"hitech","2016-08-28 15:38:23","0"
"АЛТАРЬ_КАРОСА","494","0",NULL,"magic","2016-09-11 17:04:10","0"
"АЛТАРЬ_КВАДРОТ","493","0",NULL,"magic","2016-09-11 17:04:10","0"
"АЛТАРЬ_КРУШИТ","492","0",NULL,"magic","2016-09-11 17:04:10","0"
"АЛТАРЬ_ПОГИБЕЛИ","448","0",NULL,"magic","2016-09-11 17:04:10","0"
"АЛТАРЬ_РАГЛОКА","495","0",NULL,"magic","2016-09-11 17:04:10","0"
"АЛХ_КОНСТРУКЦИЯ","730","9",NULL,"magic","2016-09-11 17:04:10","0"
"АЛХИМ_ПЕЧЬ","732","0",NULL,"magic","2016-09-11 17:04:10","0"
"АЛХИМ_ЦЕНТРИФУГ","729","2",NULL,"magic","2016-09-11 17:04:10","0"
"АЛЮМЕНТУМ","4800","0",NULL,"magic","2016-09-11 17:04:10","0"
"АМБРОЗИЯ","4590","0",NULL,"hitech","2016-08-28 15:40:38","0"
"АНАЛИЗ_БАБОЧЕК","4593","0",NULL,"hitech","2016-08-28 15:40:38","0"
"АНАЛИЗ_ДЕРЕВ","4578","0",NULL,"hitech","2016-08-28 15:40:38","0"
"АНАЛИЗ_ПЧЕЛ","4539","0",NULL,"hitech","2016-08-28 15:40:38","0"
"АНАЛИЗАТОР","459","0",NULL,"hitech","2016-08-28 15:40:38","0"
"АНДЕЗИТ","1","5","Andesite.png","classic","2016-03-14 21:45:05","0"
"АНТИ_СОРНЯК","4386","0",NULL,"hitech","2016-08-28 15:45:49","0"
"АПАТИТ","4405","0",NULL,"hitech","2016-08-28 15:40:38","0"
"АПАТИТ_ЛАМПА","4425","10",NULL,"hitech","2016-08-28 15:40:38","0"
"АПАТИТОВАЯ_РУДА","461","0",NULL,"hitech","2016-08-28 15:40:38","0"
"АПАТИТОВЫЙ_БЛОК","462","0",NULL,"hitech","2016-08-28 15:40:38","0"
"АРБУЗ_МЕЧТЫ","4298","0",NULL,"magic","2016-09-11 17:04:10","0"
"АРКАН_РЕЛЬСЫ","713","0",NULL,"magic","2016-09-11 17:04:10","0"
"АРКАНИУМ","4718","0",NULL,"magic","2016-09-11 17:04:10","0"
"АРКАНОВАЯ_ЗЕМЛЯ","646","0",NULL,"magic","2016-09-11 17:04:10","0"
"АРКАНОВАЯ_МОЩЬ","651","0",NULL,"magic","2016-09-11 17:04:10","0"
"АРКАНОВАЯ_РУДА","648","0",NULL,"magic","2016-09-11 17:04:10","0"
"АРКАНОВЫЕ_ТРУБЫ","650","0",NULL,"magic","2016-09-11 17:04:10","0"
"АРКАНОВЫЙ_МЕТ","649","0",NULL,"magic","2016-09-11 17:04:10","0"
"АРЛЕМ_ЛАМПА","246","1",NULL,"magic","2016-09-11 17:04:10","0"
"АРЛЕМ_МИНИ_КИРП","245","2",NULL,"magic","2016-09-11 17:04:10","0"
"АРЛЕМИТ_БЛОК","211","0",NULL,"magic","2016-09-11 17:04:10","0"
"АРЛЕМИТ_КИРПИЧИ","244","1",NULL,"magic","2016-09-11 17:04:10","0"
"АРЛЕМИТ_РУДА","206","0",NULL,"magic","2016-09-11 17:04:10","0"
"АРЛЕМИТ_СЛИТОК","4144","0",NULL,"magic","2016-09-11 17:04:10","0"
"АССЕЛЕРОН","714","0",NULL,"magic","2016-09-11 17:04:10","0"
"БАЗАЛЬТ","255","0",NULL,"hitech","2016-08-28 15:42:18","0"
"БАЗОВ_КАРТА","4131","25",NULL,"hitech","2016-08-28 15:45:49","0"
"БАКТЕР_КИСЛОТА","524","0",NULL,"magic","2016-09-11 17:04:10","0"
"БАН_ДЛЯ_ПЕЧЕНЬЯ","202","0",NULL,"magic","2016-09-11 17:04:10","0"
"БАНКА","4495","0",NULL,"hitech","2016-08-28 15:40:38","0"
"БАНКА_БИОМАС","4497","0",NULL,"hitech","2016-08-28 15:40:38","0"
"БАНКА_ВОДЫ","4502","0",NULL,"hitech","2016-08-28 15:40:38","0"
"БАНКА_ЛАВЫ","4503","0",NULL,"hitech","2016-08-28 15:40:38","0"
"БАНКА_ЛЬДА","4499","0",NULL,"hitech","2016-08-28 15:40:38","0"
"БАНКА_М","739","0",NULL,"magic","2016-09-11 17:04:10","0"
"БАНКА_МЕДА","4498","0",NULL,"hitech","2016-08-28 15:40:38","0"
"БАНКА_НЕФТИ","4505","0",NULL,"hitech","2016-08-28 15:40:38","0"
"БАНКА_РАСТ_МАС","4501","0",NULL,"hitech","2016-08-28 15:40:38","0"
"БАНКА_СОКА","4500","0",NULL,"hitech","2016-08-28 15:40:38","0"
"БАНКА_ТОПЛИВА","4504","0",NULL,"hitech","2016-08-28 15:40:38","0"
"БАНКА_ЭТАНОЛ","4496","0",NULL,"hitech","2016-08-28 15:40:38","0"
"БАНОЧНАЯ_БИРКА","4800","13",NULL,"magic","2016-09-11 17:04:10","0"
"БЕКОН","4127","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЕЛ_ВЕЧ_КАМ","547","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЕЛ_ЖЕЛ_СВЕТИЛ","200","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЕЛ_ЖЕЛ_ФОНАРЬ","199","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЕЛ_ЗОЛ_СВЕТИЛ","200","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЕЛ_ЗОЛ_ФОНАРЬ","198","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЕЛ_ПЕЧАТ_МАШ","168","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЕЛАЯ_ГЛИНА","159","0","White_Stained_Clay.png",NULL,"2014-05-30 09:25:45","0"
"БЕЛАЯ_ЛИНЗА","4186","15",NULL,"hitech","2016-08-28 15:40:38","0"
"БЕЛАЯ_СВЕЧА","740","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЕЛАЯ_СТ_ПАНЕЛЬ","160","0","White_Stained_Glass_Pane.png",NULL,"2015-09-10 07:06:13","0"
"БЕЛАЯ_СТАЛЬ","243","6",NULL,"magic","2016-09-11 17:04:10","0"
"БЕЛАЯ_ШЕРСТЬ","35","0","White_Wool.png",NULL,"2014-05-30 09:25:45","0"
"БЕЛОЕ_СТЕКЛО","95","0","White_Stained_Glass.png",NULL,"2015-09-10 07:08:02","0"
"БЕЛЫЙ_ВАЛИК","4367","0",NULL,"hitech","2016-08-28 15:45:49","0"
"БЕЛЫЙ_ГРИБ","4131","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЕЛЫЙ_КОВЁР","171","0","White_Carpet.png",NULL,"2014-05-30 09:25:45","0"
"БЕЛЫЙ_ТЮЛЬПАН","38","6","White_Tulip.png",NULL,"2015-09-10 08:42:24","0"
"БЕЛЫЙ_ФИЛЬТР","4186","31",NULL,"hitech","2016-08-28 15:40:38","0"
"БЕНЗИНОВЫЙ_ДВИГ","225","2",NULL,"hitech","2016-08-28 15:37:31","0"
"БЕР_ПОЛК_ЗЕЛИЙ","188","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_БИРКА","192","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_БРЕВНА","17","2","Birch_Wood.png",NULL,"2014-05-30 09:25:45","0"
"БЕРЕЗ_ВЕРСТАК","184","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_ВИТРИНА","191","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_КНИЖ_ШКАФ","186","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_КОМП_РАМК","179","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_ПАНЕЛЬЩИК","166","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_ПИС_СТОЛ","193","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_ПОЛКА","189","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_РАМК_КАРТ","203","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_СТЕЛЛАЖ","190","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_СТОЛ","194","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_СТУЛ","204","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_ТАБЛИЧКА","183","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗ_ХОЛСТ","180","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗОВ_ЗАБОР","189","0","Birch_Fence.png","classic","2016-03-14 21:24:37","0"
"БЕРЕЗОВ_КАЛИТКА","184","0","Birch_Fence_Gate.png","classic","2016-03-14 21:25:08","0"
"БЕРЕЗОВ_СТУПЕНИ","135","0","Birch_Wood_Stairs.png",NULL,"2014-05-30 09:25:45","0"
"БЕРЕЗОВАЯ_ДВЕРЬ","428","0","Birch_Door.png","classic","2016-03-14 21:11:45","0"
"БЕРЕЗОВАЯ_ПЛИТА","126","2","Birch_Wood_Slab.png",NULL,"2014-05-30 09:25:45","0"
"БЕРЕЗОВАЯ_РАМКА","176","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕРЕЗОВЫЕ_ДОСКИ","5","2","Birch_Wood_Plank.png",NULL,"2014-05-30 09:25:45","0"
"БЕРЕЗОВЫЕ_ЧАСЫ","169","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЕСПР_ЖИДК_ТЕРМ","4193","0",NULL,"hitech","2016-08-28 15:45:49","0"
"БЕСПР_ПРИЕМНИК","4131","41",NULL,"hitech","2016-08-28 15:45:49","0"
"БЕСПР_ТЕРМИНАЛ","4110","0",NULL,"hitech","2016-08-28 15:45:49","0"
"БЕСПР_УНИ_ТЕРМ","4631","0",NULL,"hitech","2016-08-28 15:45:49","0"
"БЕСПР_УСИЛИТ","4131","42",NULL,"hitech","2016-08-28 15:45:49","0"
"БИОГАЗ_ДВИГ","492","2",NULL,"hitech","2016-08-28 15:40:38","0"
"БИОГЕНЕРАТОР","492","3",NULL,"hitech","2016-08-28 15:40:38","0"
"БИОМАССА","4349","0",NULL,"hitech","2016-08-28 15:45:49","0"
"БИОМЕТР_КАРТА","4111","0",NULL,"hitech","2016-08-28 15:45:49","0"
"БИРКА","421","0","Name_Tag.png",NULL,"2014-05-30 09:25:45","0"
"БИРКА_ИЗ_АКАЦ","192","4",NULL,"magic","2016-09-11 17:04:10","0"
"БИРЮЗ_ВАЛИК","4358","0",NULL,"hitech","2016-08-28 15:45:49","0"
"БИРЮЗ_ЖЕЛ_СВЕТ","200","9",NULL,"magic","2016-09-11 17:04:10","0"
"БИРЮЗ_ЖЕЛ_ФОНАР","199","9",NULL,"magic","2016-09-11 17:04:10","0"
"БИРЮЗ_ЗОЛ_СВЕТ","200","9",NULL,"magic","2016-09-11 17:04:10","0"
"БИРЮЗ_ЗОЛ_ФОНАР","198","9",NULL,"magic","2016-09-11 17:04:10","0"
"БИРЮЗ_ЛОПАСТЬ","236","0",NULL,"magic","2016-09-11 17:04:10","0"
"БИРЮЗ_ПЕЧАТ_МАШ","168","9",NULL,"magic","2016-09-11 17:04:10","0"
"БИРЮЗ_СВЕЧА","740","9",NULL,"magic","2016-09-11 17:04:10","0"
"БИРЮЗ_СТ_ПАНЕЛЬ","160","9","Cyan_Stained_Glass_Pane.png",NULL,"2015-09-10 07:04:44","0"
"БИРЮЗОВ_КРАСИТ","351","6","Cyan_Dye.png",NULL,"2014-05-30 09:25:45","0"
"БИРЮЗОВ_СТЕКЛО","95","9","Cyan_Stained_Glass.png",NULL,"2015-09-10 07:16:05","0"
"БИРЮЗОВ_ФИЛЬТР","4186","22",NULL,"hitech","2016-08-28 15:40:38","0"
"БИРЮЗОВ_ШЕРСТЬ","35","9","Cyan_Wool.png",NULL,"2014-05-30 09:25:45","0"
"БИРЮЗОВАЯ_ГЛИНА","159","9","Cyan_Stained_Clay.png",NULL,"2014-05-30 09:25:45","0"
"БИРЮЗОВАЯ_ЛИНЗА","4186","6",NULL,"hitech","2016-08-28 15:40:38","0"
"БИРЮЗОВАЯ_СТАЛЬ","243","0",NULL,"magic","2016-09-11 17:04:10","0"
"БИРЮЗОВЫЙ_КОВЁР","171","9","Cyan_Carpet.png",NULL,"2014-05-30 09:25:45","0"
"БЛ_ИСТ_КВАРЦ","168","0",NULL,"hitech","2016-08-28 15:45:49","0"
"БЛ_НЕБ_КАМНЯ","181","1",NULL,"hitech","2016-08-28 15:45:49","0"
"БЛЁСТКИ_ЭДЕМА","4227","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЛЕСТЯЩ_ТРАВА","539","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЛЕСТЯЩ_ШАБЛОН","4315","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЛОК_АЛМАЗА","57","0","Diamond_Block.png",NULL,"2014-05-30 09:25:45","0"
"БЛОК_АПАЛАЧИИ","578","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЛОК_АРБУЗА","103","0","Melon_Block.png",NULL,"2014-05-30 09:25:45","0"
"БЛОК_ДИК_ЛЕСА","577","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЛОК_ЖЕЛЕЗА","42","0","Iron_Block.png",NULL,"2014-05-30 09:25:45","0"
"БЛОК_ЗОЛОТА","41","0","Gold_Block.png",NULL,"2014-05-30 09:25:45","0"
"БЛОК_ИЗУМРУДА","133","0","Emerald_Block.png",NULL,"2014-05-30 09:25:45","0"
"БЛОК_КРАСН_ПЫЛИ","152","0","Redstone.png",NULL,"2014-05-30 09:25:45","0"
"БЛОК_КРОВ_КОШМ","558","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЛОК_ЛАЗУРИТА","22","0","Lapis_Lazuli_Block.png",NULL,"2015-12-07 00:05:11","0"
"БЛОК_МАГ_ЖИРА","727","5",NULL,"magic","2016-09-11 17:04:10","0"
"БЛОК_МОРТУМА","580","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЛОК_НЕБ_ТЕРН","579","0",NULL,"magic","2016-09-11 17:04:10","0"
"БЛОК_ОБР_СОЗД","209","1",NULL,"hitech","2016-08-28 15:45:49","0"
"БЛОК_ПЛОТИ","724","2",NULL,"magic","2016-09-11 17:04:10","0"
"БЛОК_СЛИЗИ","165","0","Slime_Block.png","classic","2016-03-14 21:29:17","0"
"БЛОК_СНЕГА","80","0","Snow_Block.png",NULL,"2014-05-30 09:25:45","0"
